Node,Percent Change,Z Score,Mean (Percent Change),Std (Percent Change)
CNR2,-17.89473684210526,-1.5573084368210492,-3.7736386420596983,9.067630962605657
GPR55,-5.921052631578949,-0.2368219437221311,-3.7736386420596983,9.067630962605657
GPR18,-14.473684210526324,-1.180026581649931,-3.7736386420596983,9.067630962605657
GPR119,2.6315789473684097,0.7063826942056669,-3.7736386420596983,9.067630962605657
TRPV1,-10.197368421052634,-0.7084242626860308,-3.7736386420596983,9.067630962605657
TRPV2,,,-3.7736386420596983,9.067630962605657
TRPV3,,,-3.7736386420596983,9.067630962605657
TRPV4,2.631578947368419,0.7063826942056679,-3.7736386420596983,9.067630962605657
PPARA,2.631578947368422,0.7063826942056682,-3.7736386420596983,9.067630962605657
PPARD,2.6315789473684097,0.7063826942056669,-3.7736386420596983,9.067630962605657
PPARG,2.631578947368419,0.7063826942056679,-3.7736386420596983,9.067630962605657
NR1I2,,,-3.7736386420596983,9.067630962605657
NAPEPLD,-7.631578947368419,-0.4254628713076905,-3.7736386420596983,9.067630962605657
PLCB1,2.631578947368419,0.7063826942056679,-3.7736386420596983,9.067630962605657
PLCE1,2.631578947368419,0.7063826942056679,-3.7736386420596983,9.067630962605657
DAGLA,-10.197368421052634,-0.7084242626860308,-3.7736386420596983,9.067630962605657
DAGLB,-12.03007518796993,-0.910539542241988,-3.7736386420596983,9.067630962605657
FAAH,-4.210526315789471,-0.04818101613657083,-3.7736386420596983,9.067630962605657
NAAA,2.631578947368419,0.7063826942056679,-3.7736386420596983,9.067630962605657
MGLL,-7.631578947368419,-0.4254628713076905,-3.7736386420596983,9.067630962605657
ABHD6,2.631578947368415,0.7063826942056675,-3.7736386420596983,9.067630962605657
ABHD12,2.6315789473684097,0.7063826942056669,-3.7736386420596983,9.067630962605657
PTGS2,2.6315789473684097,0.7063826942056669,-3.7736386420596983,9.067630962605657
ALOX5,2.6315789473684097,0.7063826942056669,-3.7736386420596983,9.067630962605657
ALOX12,2.6315789473684097,0.7063826942056669,-3.7736386420596983,9.067630962605657
ALOX15,2.6315789473684097,0.7063826942056669,-3.7736386420596983,9.067630962605657
FABP1,2.631578947368419,0.7063826942056679,-3.7736386420596983,9.067630962605657
FABP3,2.631578947368419,0.7063826942056679,-3.7736386420596983,9.067630962605657
FABP5,2.631578947368419,0.7063826942056679,-3.7736386420596983,9.067630962605657
FABP7,2.631578947368419,0.7063826942056679,-3.7736386420596983,9.067630962605657
HSPA1A,,,-3.7736386420596983,9.067630962605657
SLCO2B1,,,-3.7736386420596983,9.067630962605657
SLC22A5,,,-3.7736386420596983,9.067630962605657
GNAI1,-17.89473684210526,-1.5573084368210492,-3.7736386420596983,9.067630962605657
GNAI2,-23.026315789473685,-2.123231219577729,-3.7736386420596983,9.067630962605657
GNAI3,-23.026315789473685,-2.123231219577729,-3.7736386420596983,9.067630962605657
ARRB1,-23.026315789473685,-2.123231219577729,-3.7736386420596983,9.067630962605657
GRK2,2.631578947368419,0.7063826942056679,-3.7736386420596983,9.067630962605657
AKT1,2.6315789473684243,0.7063826942056685,-3.7736386420596983,9.067630962605657
